Country,mined_raw_mat,Unit,2018,2019,2020,2021,2022
Uzbekistan,Kaolin,(t),291814,377184,373440,413910,441900
Uzbekistan,Phosphates,(t),144000,137100,150500,158700,160100
Uzbekistan,Potash,(t),176900,198400,210000,197600,228000
Uzbekistan,Steam Coal,(t),160000,245168,246800,258100,264800
Uzbekistan,Lignite,(t),4014400,3807600,3869375,4781193,5073900
Uzbekistan,Nat. Gas,(Mio m3),61585,60712,49768,53802,51678
Uzbekistan,Petroleum,(t),2890915,2815400,2030400,2098040,2075026
Uzbekistan,Uranium,(t),4062,4127,4127,4158,4198
Venezuela,Iron,(t),2017500,2062800,1159000,1372500,4575000
Venezuela,Aluminium,(t),64700,10000,9996,38340,8430
Venezuela,Bauxite,(t),92000,50000,0,22000,770000
Venezuela,Gold,(kg),9100,9100,9000,9000,9000
Venezuela,Diam. (Gem),(ct),800,0,794,457,1665
Venezuela,Diam. (Ind),(ct),1200,0,0,0,0
Venezuela,Feldspar,(t),30000,30000,30000,30000,30000
Venezuela,Phosphates,(t),16800,21500,20000,20000,10000
Venezuela,Salt,(t),600000,600000,500000,300000,350000
Venezuela,Sulfur,(t),700000,500000,300000,300000,300000
Venezuela,Steam Coal,(t),100000,379907,683583,223660,196730
Venezuela,Nat. Gas,(Mio m3),31619,25576,21561,28059,29178
Venezuela,Oil Sands*,(t),20000000,18000000,14900000,15000000,18000000
Venezuela,Petroleum,(t),84296810,52747340,33566730,34360750,37306030
Vietnam,Iron,(t),3353100,3663400,2136200,1850300,1105800
Vietnam,Manganese,(t),115100,106000,121100,147000,155000
Vietnam,Titanium,(t),122250,112680,139760,156000,172380
Vietnam,Tungsten,(t),4881,4816,5970,11735,10817
Vietnam,Antimony,(t),245,396,312,268,252
Vietnam,Bauxite,(t),3569700,3700000,3610000,4100000,4000000
Vietnam,Bismuth,(t),2639,917,993,2067,1938
Vietnam,Copper,(t),25300,29240,30780,33930,34710
Vietnam,Lead,(t),14500,12500,14100,16350,20560
Vietnam,Tin,(t),5521,6071,7260,7666,8139
Vietnam,Zinc,(t),12000,13000,11150,10700,14420
Vietnam,Gold,(kg),570,540,559,664,1114
Vietnam,Silver,(kg),0,500,555,670,1451
Vietnam,Baryte,(t),50000,43000,51500,39600,42000
Vietnam,Fluorspar,(t),238700,238003,219920,215027,217975
Vietnam,Graphite,(t),1500,3500,3700,1200,500
Vietnam,Kaolin,(t),100000,100000,100000,100000,100000
Vietnam,Phosphates,(t),1299660,1346880,606650,813960,754140
Vietnam,Salt,(t),996500,945000,1134600,1208100,987000
Vietnam,Zircon,(t),10500,6600,10700,30400,16500
Vietnam,Steam Coal,(t),42384000,47158000,44598400,48315600,49854700
Vietnam,Nat. Gas,(Mio m3),10010,10200,9160,7460,8080
Vietnam,Petroleum,(t),11989000,11043000,9650000,9100000,8980000
Yemen,Gypsum,(t),50000,20000,20000,20000,20000
Yemen,Salt,(t),50000,50000,50000,50000,50000
Yemen,Nat. Gas,(Mio m3),100,100,130,200,200
Yemen,Petroleum,(t),3853400,3967300,3588000,3289000,3180350
Zambia,Cobalt,(t),1766,1271,316,247,252
Zambia,Manganese,(t),37800,11970,20000,56860,69490
Zambia,Nickel,(t),0,2500,2760,3672,3946
Zambia,Beryllium,(t),7,7,2,6,7
Zambia,Copper,(t),857847,796430,882061,830357,795141
Zambia,Gold,(kg),4044,4522,3994,3987,3409
Zambia,Sulfur,(t),947800,960200,917300,691900,640800
Zambia,Steam Coal,(t),344717,361648,446153,663345,823450
Zimbabwe,Chromium,(t),402600,720330,572460,644400,670860
Zimbabwe,Cobalt,(t),403,402,956,298,241
Zimbabwe,Nickel,(t),17850,16918,16480,16213,14260
Zimbabwe,Tungsten,(t),16,37,30,8,18
Zimbabwe,Copper,(t),9077,8731,7933,8650,10168
Zimbabwe,Lithium,(t),3160,2650,860,1670,3540
Zimbabwe,Gold,(kg),35054,29429,20873,31477,37265
Zimbabwe,Palladium,(kg),12094,11640,12890,12619,13935
Zimbabwe,Platinum,(kg),14703,13857,15004,14732,16460
Zimbabwe,Rhodium,(kg),1334,1224,1368,1334,1461
Zimbabwe,Silver,(kg),1542,1500,1522,2677,1545
Zimbabwe,Diam. (Gem),(ct),975730,423840,534090,844860,968800
Zimbabwe,Diam. (Ind),(ct),2276690,1695350,2136370,3379440,3875220
Zimbabwe,Phosphates,(t),15400,8100,13500,11900,6600
Zimbabwe,Vermiculite,(t),33161,25524,26388,27713,26380
Zimbabwe,Steam Coal,(t),3049730,2428370,2328030,1716120,2212880
Zimbabwe,Coking Coal,(t),297770,301550,422860,1529890,1972540
